title,company,location,url,description,source,experience,salary
Loan Executive,Urban Money,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/loan-executive-at-urban-money-4152753472?position=1&pageNum=0&refId=k6etZsS0we9EK75XFyLF5A%3D%3D&trackingId=HaO5NzgLg2L%2FS04e3jdzog%3D%3D,"Direct message the job poster from Urban Money
Radha Sharma
Radha Sharma
HR || Indore || Hiring for||BDE (Business Development Executive) || Sales Executive||
Company Description
Urban Money is India’s first unbiased loan advisory services firm, advising on all kinds of loans and mortgage solutions. With talents from various banking and financial giants on board, we provide comprehensive solutions to clients by setting up partnerships with leading financial institutions. Our unique business model assigns individual loan portfolio counselors to clients, managing the entire borrowing process from product selection to loan disbursement. Currently present in 100+ locations in India, we facilitate home loans for a wide range of Indian population.
Role Description
This is a full-time on-site role for a Loan Executive located in Indore at Urban Money. The Loan Executive will be responsible for advising clients on loan options, managing documentation, and providing end-to-end services in the borrowing process. The role involves choosing the right product from the appropriate lending organization, advising on taxation and insurance issues, and assisting clients until the loan is disbursed.
Qualifications
Loan advisory and mortgage solutions expertise
Experience in managing loan documentation
Client advisory and financial consultation skills
Knowledge of banking and financial services
Excellent communication and interpersonal skills
Ability to work independently and in a team
Bachelor's degree in Finance, Economics, Business Administration, or related field
Show less
Seniority level
Executive
Employment type
Full-time
Job function
Business Development and Sales
Industries
Financial Services
Referrals increase your chances of interviewing at Urban Money by 2x
See who you know",LinkedIn,,
Relationship Manager - Retail Banking Group,ICICI Bank,"Madhya Pradesh, India",https://in.linkedin.com/jobs/view/relationship-manager-retail-banking-group-at-icici-bank-4138081284?position=2&pageNum=0&refId=k6etZsS0we9EK75XFyLF5A%3D%3D&trackingId=CRcsj57PoSNa5iqttVTrDg%3D%3D,"Essential Services: Role & Location fungibility
At ICICI Bank, we believe in serving our customers beyond our role definition, product boundaries, and domain limitations through our philosophy of customer 360-degree. In essence, this captures our belief in serving the entire banking needs of our customers as One Bank, One Team. To achieve this, employees at ICICI Bank are expected to be role and location-fungible with the understanding that Banking is an essential service. The role descriptions give you an overview of the responsibilities, it is only directional and guiding in nature.

About the role
A Relationship Manager is a core anchor in taking our banking solutions and services to our valuable customers. This involves a 360-degree banking approach. The Relationship Managers should have an inclination to understand the customer needs and offer solutions in line with the needs. The core philosophy to hold is being “Fair to the Customer and Fair to the Bank”. At ICICI Bank, our customer-centric relationship managers are responsible for acquiring new customer relationships and increasing the wallet share of existing customer relationships with a resolute focus on service quality and customer delight. They collaborate and work with different internal teams, thereby offering the best-in-class customer service. In line with our philosophy of taking the entire bank to the customers, our relationship managers work on the whole suite of offerings like saving solutions, loan products, overdraft solutions, Insta loans, investment solutions, care products, trade solutions, business loans, or wealth management solutions while upholding our fundamental value of being Fair to the Bank and Fair to the Customer.

Bankable individuals not just Bankers: We hire from across industries!
We at ICICI Bank are in continuous pursuit of creating consistent customer delight and superior experience. Our Relationship Managers are empowered individuals who champion the cause of customer experience and have penchant for building and nurturing business relationships. If you are an individual, whose heart echoes with our aspiration, look no more. We do not just choose diverse minds but celebrate their success. If you are a bankable individual without banking experience, you are very much welcome, irrespective of your present core responsibilities or the industry associated. Our training programs equip you to get ready for the role of a Relationship Manager. Professionals from across industries are welcome to apply for the role of Relationship Manager.

Key Responsibilities:
Customer Service: Create service excellence by partnering with customers through their life cycle and offering suitable products and services based on their financial needs while being fair to the customer and fair to the bank in all engagements.
Business Development: Ensuring a growth in wallet share of existing customers and on boarding new customers by offering 360-degree banking solutions that meet the needs of our customers
Champion 360-degree banking: Offer products based on customer needs in collaboration with other internal teams in the bank for suitable product offerings.
Enhance the portfolio quality: Work towards enhancing customer portfolio within the philosophy of Fair to the Bank, Fair to the Customer
Customized solutions: As per branch guidelines. Upkeep and maintaining of the branch. Ensure availability of necessary infrastructure in the branch
Behold the values: Offer products that are fair to our customers and fair to the Bank

Key Qualification & Skills
Educational Qualification: MBA or Graduates with 1-10 years of experience in the area of relationship management, Business development or allied roles.
Communication: Good oral and written communication skills
Synergize with Team: Willingness to work with various teams for on-ground support and deliver enablers as required.
Improvise: Develop and implement overarching sales and customer relationship strategy, sales processes and structure.
Market Sensing: Monitor and evaluate industry trends, customer drivers and potential partnerships

About the Business Group
Retail Banking Group at ICICI Bank serves customer segments consisting of individuals, self-employed professionals, SMEs, proprietors, government, and retail institutions. With approximately 6,500 branches across the country, our relationship team is dedicated to serving customer needs with a 360-degree approach. ICICI Bank has a unique bouquet of digital solutions covering the diverse banking needs of customers. To facilitate a seamless customer banking experience, we have adopted the ICICI Stack approach. It covers a complete range of banking services from bank accounts, payments, banking transactions, and credit cards to personal, mortgage, vehicle loans, and business & institutional solutions.

Locations:
Hoshangabad, Vidisha, Satna, Sagar, Jabalpur, Chhindwara, Narshimapur, Dewas, Ratlam, Guna, Ujjain, Bundelkhand.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Sales
Industries
Banking
Referrals increase your chances of interviewing at ICICI Bank by 2x
See who you know",LinkedIn,,
Accounting Assistant,Lalit Interior,"Jabalpur, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/accounting-assistant-at-lalit-interior-4153846912?position=1&pageNum=0&refId=edXTwVHitapd6n7WuvVG0g%3D%3D&trackingId=fnRpuqHvlQqYDBwMOBe1IQ%3D%3D,"Direct message the job poster from Lalit Interior
Pawan Vishwakarma
Pawan Vishwakarma
Founder at Lalit Interior
Company Description
Lalit Interior specializes in Interior Design and works, including Commercial and Residential projects, Turn-key Design and build, and Model homes. The company prioritizes client satisfaction and aims to deliver masterpieces in every project.

Role Description
This is a full-time on-site role for an Accountant at Lalit Interior located in Jabalpur. The Accountant will be responsible for daily financial tasks, such as maintaining financial records, preparing financial reports, and analyzing financial data. They will also be involved in budgeting, forecasting, and tax-related work.

Qualifications
Accounting skills
Financial reporting and analysis
Budgeting and forecasting
Knowledge of tax regulations
Attention to detail and accuracy
Proficiency in accounting software
Strong organizational skills
Bachelor's degree in Accounting or Finance
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Furniture
Referrals increase your chances of interviewing at Lalit Interior by 2x
See who you know",LinkedIn,,
Financial Accounting,ExitoFinsure Business Solution LLP,"Bhopal, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/financial-accounting-at-exitofinsure-business-solution-llp-4163792951?position=2&pageNum=0&refId=edXTwVHitapd6n7WuvVG0g%3D%3D&trackingId=PUfvG792Js7MSxeSEM7lsw%3D%3D,"ExitoFinsure Business Solution LLP provided pay range
This range is provided by ExitoFinsure Business Solution LLP. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more.
Base pay range
₹1,000.00/mo - ₹2,000.00/mo
Skills:
Financial Accounting, Inventory Management, Income Tax, Goods And Services Tax (GST), Project Management, Presentation Skills, Cold Calling, Business Analysis,

Company Overview

ExitoFinsure Business Solution LLP is a dynamic and client-centric consultancy firm that provides comprehensive business solutions to empower businesses. With a holistic approach and a team of experts, we offer strategic guidance, legal counsel, financial management, digital solutions, and taxation services to support our clients' success.

Job Overview

We are seeking a Financial Accounting professional to join our team at ExitoFinsure Business Solution LLP in Bhopal, Madhya Pradesh, India. This is a great opportunity for a Fresher with less than 1 year of experience to gain practical knowledge and skills in the field of Financial Accounting. The employment type for this role is Internship or Hybrid.

Qualifications And Skills

Bachelor's degree in Accounting, Finance, or related field
Strong knowledge of financial accounting principles and standards
Proficiency in MS Excel and accounting software
Excellent analytical and problem-solving skills
Ability to work independently and as part of a team
Attention to detail and accuracy
Good communication and presentation skills
Basic understanding of project management
Familiarity with income tax and GST regulations
Experience with inventory management is a plus

Roles And Responsibilities

Assist in the preparation and analysis of financial statements
Perform general ledger reconciliations and resolve any discrepancies
Assist in budgeting and forecasting process
Support in the preparation of financial reports and presentations
Assist in conducting audits and ensuring compliance with regulations
Perform financial analysis and recommend improvements
Assist in managing inventory and ensuring accurate stock records
Collaborate with cross-functional teams to gather financial data and insights
Provide support in project management activities
Assist in the preparation and filing of income tax and Goods and Services Tax (GST) returns
Show less
Seniority level
Entry level
Employment type
Internship
Job function
Administrative
Industries
Business Consulting and Services
Referrals increase your chances of interviewing at ExitoFinsure Business Solution LLP by 2x
See who you know",LinkedIn,,
Wealth Manager,Ocean Finvest,"Bhopal, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/wealth-manager-at-ocean-finvest-3904050716?position=1&pageNum=0&refId=nMqYFhmC16XvhwdTNT2lrw%3D%3D&trackingId=EMFz4vouRS5org63oih%2BFg%3D%3D,"Direct message the job poster from Ocean Finvest
Aman Singh
Aman Singh
Business owner at Ocean finvest
Job Location: Bhopal

As a Wealth Manager, you will be responsible for building, owning, and managing relationships with investors looking to invest in financial securities.

Key Responsibilities & Accountabilities
Financial Planning and Portfolio Services
Responsible for end to end client management by following the financial planning process, living and embodying the company’s core values of client centricity and empathy.
Having fantastic, value creating & memorable conversations with clients every single day!
Responsible for identifying customer needs, assessing their risk appetite, and providing them with investment options.
Helping your clients achieve their financial dreams by identifying problems, co-working on solutions, and implementing and monitoring those solutions.
Being a mentor, guide, counsellor and friend to your clients on their challenging journey towards long term wealth creation.
Managing investment portfolios and making people ready to meet their financial goals by following the financial planning process.
To closely observe, evaluate and monitor the client positions, portfolio allocations and ensure that they fall within risk and advisory parameters as laid down by Risk, Compliance and Research Teams.
Being an advisor and not a sales person.
Driving AUM by deepening existing relationships and building new relationships on self-source basis.
Revenue Generation.
Continuous learning, to be better equipped to face varied range of investors.
Being the Face of the company for the investors, and the Voice of the investors for the company.

Opportunity to work in multiple financial products
Mutual Funds
IPO
Secondary Market
Unlisted Equity
International Equity
Bonds/Fixed Income Securities
Tax Advisory
Insurance (Life & General)
PMS & AIF

Required Education, Skill Set & Knowledge
Graduate / Post graduate – MBA Finance will have an advantage.
Financial Advisory Experience of at least 1-3 Years.
Understanding of basic investment and financial concepts is essential.
Should be a self-starter and proactive approach.
Relationship-building skills.

Remuneration
As per industry standards and work experience.

Interested candidates may send their CV to aman@oceanfinvest.in
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Financial Services
Referrals increase your chances of interviewing at Ocean Finvest by 2x
See who you know",LinkedIn,,
Wealth Manager,ALPHA SQUARE ACADEMY,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/wealth-manager-at-alpha-square-academy-4160774886?position=2&pageNum=0&refId=nMqYFhmC16XvhwdTNT2lrw%3D%3D&trackingId=lnLWvFBNy%2BkG2m3mussfGg%3D%3D,"Company Description
Alpha Square is a Wealth Management Boutique Firm which deals in Various Investment Products.

www.alphasquarewealth.com

Role Description
This is a full-time role for a Wealth Manager at ALPHA SQUARE ACADEMY (HQ) located in Navi Mumbai (CBD BELAPUR) The Wealth Manager will be responsible for providing financial planning, investment management, and insurance services to clients. The position on- site role,.

As a Wealth Manager, your job is to create a gamut of investment options for your clients to offer them a holistic portfolio- building experience.
You forge a strong bond with the clients and understand their background, financial history, current income, lifestyle requirements, tax saving plans etc.
You also counsel them what is their short term and long term goals.
Keep track of the client's portfolio and monitor the various market fluctuation to ensure there is minimal threat of risks or losses.
increase client database by meeting new clients and taking references from the existing ones and hence build AUM.
Make changes and modifications to the investment according to the lifestyle and financial changes that occur in the client's life.

PLEASE NOTE THAT FRESHER AND INTERN CAN APPLY FOR THE SAME TOO

PLEASE NOTE THAT THIS IS NOT A BACK UP JOB.

FINAL INTERVIEW WILL BE CONDUCTED IN INDORE AND SHORTLISTED CANDIDATES WILL BE INFORMED FOR THE FINAL ROUND.


IF interested please send me the Cv at amit.prasad@alphasquare.co.in or watssapp at 91379 32331.

Location-Indore

CTC: As per the industry standards and salary is not constraint for the right candidates

Knowledge
Product Knowledge- Have a detailed knowledge of all the products related to Mutual Fund, PMS, Life Insurance, General Insurance, AIF, United Space. REIIT etc.

Qualifications

Any Graduate/ Post Graduate/ CFA/ CFP/ CA
CTC.


Joining Gift Hamper+ Yearly Bonus+ Highest Incentive+ Travelling Reimbursement +Foreign Trips
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Financial Services
Referrals increase your chances of interviewing at ALPHA SQUARE ACADEMY by 2x
See who you know",LinkedIn,,
"Planning, Indore",Larsen & Toubro,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/planning-indore-at-larsen-toubro-4126806996?position=1&pageNum=0&refId=AhBa09QxXCPCeSTYVK6gHA%3D%3D&trackingId=cLl%2BEPBHpzaZFF3xceba2g%3D%3D,"Execution and Finishing
To carry out ‘Mivan Shuttering checking’ such as line, level & plumb
Execution of water proofing.
Co-coordinating with MEP Activities.
Billing certification all vendors.
WO Amendment.
Material selection
Conducting meeting with all stakeholders.
Managing all stakeholders with respect to project.
Documents control with respect to project Drawings and SOP.
Cross checking & verification of estimated quantities for bills & Manpower.
Complete Coordination with Architect & Consultant to solve technical difficulties.
Involvement in making sample flat & Finishing Activities of tower flats.
Daily reporting to line manager with planning for next day's activities.
Responsible for quality work with standard procedure.
Responsible for making Documentation like DPR, WPR,Checklist, Pour card, Roster for pouring. etc.
Responsible for Rcc work and slab completion cycle.
Drawing study & communicate with consultant & Architect for technical issues.
Estimate Bill of quantities & making bill of executed bill.
Responsible to make arrangement of resources & material for execution.
Planning for day to day activities with respect to schedule.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Management and Manufacturing
Industries
Executive Offices
Referrals increase your chances of interviewing at Larsen & Toubro by 2x
See who you know",LinkedIn,,
Data Analyst or Analytics [Trainee],CloudGemini Solutions,"Bhopal, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-or-analytics-trainee-at-cloudgemini-solutions-4148117871?position=2&pageNum=0&refId=AhBa09QxXCPCeSTYVK6gHA%3D%3D&trackingId=yx36V5H24NbCGVBjIbNFMA%3D%3D,"Job Title: Data Analyst Trainee
Location: Remote (India)
About Us:
We are a fast-growing company focused on leveraging data to provide actionable insights and innovative solutions across various industries. Our team thrives on creativity, collaboration, and the application of cutting-edge data science techniques. As we continue to expand, we are looking for an enthusiastic and motivated Data Analyst Trainee to join our team and grow with us!
Job Description:
We are looking for a passionate and self-driven Data Analyst Trainee to join our dynamic team. As a Data Analyst Trainee, you will be exposed to various data analytics processes and tools, working under the guidance of senior data professionals. This role is an excellent opportunity for someone eager to kick-start their career in data analytics and gain hands-on experience in a real-world business environment.
Key Responsibilities:
Collect, clean, and organize data from different sources to ensure accuracy and consistency.
Assist in the development of data models, reports, and dashboards to support business decision-making.
Perform statistical analysis and basic data visualization to identify trends, patterns, and insights.
Work with senior team members to understand business requirements and create tailored data-driven solutions.
Assist in the preparation and presentation of data analysis reports to internal teams.
Contribute to ongoing projects, providing data insights and recommendations for improvement.
Collaborate with cross-functional teams to improve data collection, processing, and reporting strategies.
Learn and apply industry-standard tools and techniques to improve data quality and analysis efficiency.

Requirements
Requirements:
A recent graduate or someone with basic experience in data analysis, statistics, or a related field.
Proficiency in MS Excel; familiarity with data visualization tools like Power BI or Tableau is a plus.
Basic knowledge of SQL, Python, or R for data analysis is preferred.
Strong analytical and problem-solving skills.
Detail-oriented with the ability to work independently and in a team environment.
Excellent communication and interpersonal skills.
A passion for learning new data tools and technologies.
Ability to manage time effectively and handle multiple tasks simultaneously.
Desirable Skills:
Understanding of basic statistics and data analysis concepts.
Familiarity with data wrangling and cleaning techniques.
Exposure to cloud platforms (e.g., AWS, Google Cloud, Azure) is a bonus.

Benefits
What We Offer:
Opportunity to work remotely from anywhere in India.
Hands-on training and mentorship from experienced data professionals.
Exposure to cutting-edge tools and technologies in data analytics.
A supportive, collaborative, and inclusive work environment.
Flexible work hours.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at CloudGemini Solutions by 2x
See who you know",LinkedIn,,
Finance Assistant,SubNutra Food Ingredients Pvt. Ltd.,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/finance-assistant-at-subnutra-food-ingredients-pvt-ltd-4148268909?position=1&pageNum=0&refId=rCPrIRwMA7u2AxDtcvVuyA%3D%3D&trackingId=cmh6dlglbaIdneE%2Fuc4j1Q%3D%3D,"We are looking for a Finance Assistant to support our day-to-day transactions, including expenses and payroll. Finance Assistant responsibilities include processing payments, maintaining cost reports and managing invoices. If you have an accounting background and are interested in procedures like tax management and budget preparation, we'd like to meet you. Ultimately, you'll help maintain our company's financial health and make sure we use our resources beneficially.

Responsibilities

Update financial spreadsheets with daily transactions
Prepare balance sheets
Track and reconcile bank statements
Create cost analysis reports (fixed and variable costs)
Process tax payments
Support monthly payroll and keep organized records
Record accounts payable and accounts receivable
Process invoices and follow up with clients, suppliers and partners as needed
Provide administrative support during budget preparation
Participate in quarterly and annual audits


Requirements

Work experience as a Finance Assistant, Finance Officer or similar role
Good knowledge of accounting and bookkeeping procedures
Advanced MS Excel skills (creating spreadsheets and using financial functions)
Familiarity with accounting software (e.g. QuickBooks)
Organizational and time-management skills
Attention to detail, with an ability to spot numerical errors
BSc degree in Finance, Accounting or Economics
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Sales
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at SubNutra Food Ingredients Pvt. Ltd. by 2x
See who you know",LinkedIn,,
Relationship Manager - Retail Banking Group,ICICI Bank,"Madhya Pradesh, India",https://in.linkedin.com/jobs/view/relationship-manager-retail-banking-group-at-icici-bank-4138081284?position=2&pageNum=0&refId=rCPrIRwMA7u2AxDtcvVuyA%3D%3D&trackingId=1eLf0YfvEfh6DM%2FqEKcsfg%3D%3D,"Essential Services: Role & Location fungibility
At ICICI Bank, we believe in serving our customers beyond our role definition, product boundaries, and domain limitations through our philosophy of customer 360-degree. In essence, this captures our belief in serving the entire banking needs of our customers as One Bank, One Team. To achieve this, employees at ICICI Bank are expected to be role and location-fungible with the understanding that Banking is an essential service. The role descriptions give you an overview of the responsibilities, it is only directional and guiding in nature.

About the role
A Relationship Manager is a core anchor in taking our banking solutions and services to our valuable customers. This involves a 360-degree banking approach. The Relationship Managers should have an inclination to understand the customer needs and offer solutions in line with the needs. The core philosophy to hold is being “Fair to the Customer and Fair to the Bank”. At ICICI Bank, our customer-centric relationship managers are responsible for acquiring new customer relationships and increasing the wallet share of existing customer relationships with a resolute focus on service quality and customer delight. They collaborate and work with different internal teams, thereby offering the best-in-class customer service. In line with our philosophy of taking the entire bank to the customers, our relationship managers work on the whole suite of offerings like saving solutions, loan products, overdraft solutions, Insta loans, investment solutions, care products, trade solutions, business loans, or wealth management solutions while upholding our fundamental value of being Fair to the Bank and Fair to the Customer.

Bankable individuals not just Bankers: We hire from across industries!
We at ICICI Bank are in continuous pursuit of creating consistent customer delight and superior experience. Our Relationship Managers are empowered individuals who champion the cause of customer experience and have penchant for building and nurturing business relationships. If you are an individual, whose heart echoes with our aspiration, look no more. We do not just choose diverse minds but celebrate their success. If you are a bankable individual without banking experience, you are very much welcome, irrespective of your present core responsibilities or the industry associated. Our training programs equip you to get ready for the role of a Relationship Manager. Professionals from across industries are welcome to apply for the role of Relationship Manager.

Key Responsibilities:
Customer Service: Create service excellence by partnering with customers through their life cycle and offering suitable products and services based on their financial needs while being fair to the customer and fair to the bank in all engagements.
Business Development: Ensuring a growth in wallet share of existing customers and on boarding new customers by offering 360-degree banking solutions that meet the needs of our customers
Champion 360-degree banking: Offer products based on customer needs in collaboration with other internal teams in the bank for suitable product offerings.
Enhance the portfolio quality: Work towards enhancing customer portfolio within the philosophy of Fair to the Bank, Fair to the Customer
Customized solutions: As per branch guidelines. Upkeep and maintaining of the branch. Ensure availability of necessary infrastructure in the branch
Behold the values: Offer products that are fair to our customers and fair to the Bank

Key Qualification & Skills
Educational Qualification: MBA or Graduates with 1-10 years of experience in the area of relationship management, Business development or allied roles.
Communication: Good oral and written communication skills
Synergize with Team: Willingness to work with various teams for on-ground support and deliver enablers as required.
Improvise: Develop and implement overarching sales and customer relationship strategy, sales processes and structure.
Market Sensing: Monitor and evaluate industry trends, customer drivers and potential partnerships

About the Business Group
Retail Banking Group at ICICI Bank serves customer segments consisting of individuals, self-employed professionals, SMEs, proprietors, government, and retail institutions. With approximately 6,500 branches across the country, our relationship team is dedicated to serving customer needs with a 360-degree approach. ICICI Bank has a unique bouquet of digital solutions covering the diverse banking needs of customers. To facilitate a seamless customer banking experience, we have adopted the ICICI Stack approach. It covers a complete range of banking services from bank accounts, payments, banking transactions, and credit cards to personal, mortgage, vehicle loans, and business & institutional solutions.

Locations:
Hoshangabad, Vidisha, Satna, Sagar, Jabalpur, Chhindwara, Narshimapur, Dewas, Ratlam, Guna, Ujjain, Bundelkhand.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Sales
Industries
Banking
Referrals increase your chances of interviewing at ICICI Bank by 2x
See who you know",LinkedIn,,
